rnaID,geneID,ENTREZ
rna16132,gene6981,411288
rna16131,gene6981,411288
rna16130,gene6981,411288
rna16127,gene6981,411288
rna16128,gene6981,411288
rna16129,gene6981,411288
rna16125,gene6981,411288
rna16126,gene6981,411288
rna16124,gene6981,411288
rna16123,gene6981,411288
rna16122,gene6981,411288
rna16303,gene7065,411290
rna16302,gene7065,411290
rna16301,gene7065,411290
rna16300,gene7065,411290
rna17899,gene7751,411291
rna17859,gene7739,411293
rna17858,gene7738,411294
rna17857,gene7737,411295
rna17843,gene7729,411296
rna17831,gene7722,411297
rna17832,gene7722,411297
rna17833,gene7722,411297
rna17834,gene7722,411297
rna17828,gene7720,411298
rna17738,gene7681,411299
rna17728,gene7677,411301
rna17697,gene7664,411303
rna17659,gene7656,411304
rna17658,gene7655,411305
rna17651,gene7653,411306
rna17652,gene7653,411306
rna17653,gene7653,411306
rna17654,gene7653,411306
rna17656,gene7653,411306
rna17655,gene7653,411306
rna17632,gene7643,411307
rna17487,gene7579,411315
rna17486,gene7579,411315
rna17485,gene7579,411315
rna17484,gene7579,411315
rna17475,gene7576,411316
rna17476,gene7576,411316
rna17477,gene7576,411316
rna17478,gene7576,411316
rna17469,gene7571,411317
rna17459,gene7564,411320
rna17460,gene7564,411320
rna17453,gene7561,411321
rna17454,gene7561,411321
rna17455,gene7561,411321
rna17456,gene7561,411321
rna17436,gene7554,411323
rna17432,gene7554,411323
rna17433,gene7554,411323
rna17434,gene7554,411323
rna17435,gene7554,411323
rna17404,gene7541,411326
rna17405,gene7541,411326
rna17403,gene7540,411327
rna17367,gene7516,411330
rna17356,gene7510,411335
rna17309,gene7481,411336
rna17310,gene7481,411336
rna17311,gene7481,411336
rna17234,gene7444,411338
rna17226,gene7439,411340
rna16891,gene7288,411343
rna16892,gene7288,411343
rna16893,gene7288,411343
rna16838,gene7271,411344
rna16836,gene7271,411344
rna16837,gene7271,411344
rna16833,gene7271,411344
rna16834,gene7271,411344
rna16835,gene7271,411344
rna16832,gene7271,411344
rna16818,gene7267,411345
rna16819,gene7267,411345
rna16820,gene7267,411345
rna16821,gene7267,411345
rna16822,gene7267,411345
rna16823,gene7267,411345
rna16826,gene7267,411345
rna16827,gene7267,411345
rna16824,gene7267,411345
rna16825,gene7267,411345
rna16828,gene7267,411345
rna16793,gene7259,411347
rna16794,gene7259,411347
rna16795,gene7259,411347
rna16797,gene7259,411347
rna16798,gene7259,411347
rna16799,gene7259,411347
rna16800,gene7259,411347
rna16801,gene7259,411347
rna16802,gene7259,411347
rna16803,gene7259,411347
rna16804,gene7259,411347
rna16796,gene7259,411347
rna16805,gene7259,411347
rna4160,gene1741,411348
rna4161,gene1741,411348
rna4157,gene1741,411348
rna4158,gene1741,411348
rna4159,gene1741,411348
rna4272,gene1796,411349
rna4273,gene1796,411349
rna2799,gene1158,411351
rna15890,gene6871,411353
rna11734,gene5048,411355
rna16769,gene7248,411358
rna16770,gene7248,411358
rna3836,gene1614,411359
rna3837,gene1614,411359
rna22732,gene9867,411361
rna22733,gene9867,411361
rna22734,gene9867,411361
rna22735,gene9867,411361
rna22736,gene9867,411361
rna22737,gene9867,411361
rna22738,gene9867,411361
rna16474,gene7120,411362
rna16475,gene7120,411362
rna16476,gene7120,411362
rna20557,gene8919,411364
rna5972,gene2507,411365
rna5975,gene2507,411365
rna5976,gene2507,411365
rna5973,gene2507,411365
rna5974,gene2507,411365
rna19182,gene8324,411366
rna17081,gene7369,411371
rna17082,gene7369,411371
rna17083,gene7369,411371
rna861,gene392,411372
rna24485,gene10607,411373
rna24484,gene10607,411373
rna24483,gene10606,411374
rna6954,gene2916,411376
rna22654,gene9834,411378
rna19617,gene8515,411380
rna10977,gene4692,411381
rna10791,gene4598,411385
rna12321,gene5325,411387
rna12322,gene5325,411387
rna15422,gene6692,411391
rna15421,gene6691,411392
rna24027,gene10407,411396
rna24026,gene10407,411396
rna24025,gene10407,411396
rna24024,gene10407,411396
rna24022,gene10407,411396
rna24023,gene10407,411396
rna24021,gene10407,411396
rna24020,gene10407,411396
rna6199,gene2614,411403
rna6200,gene2614,411403
rna6201,gene2614,411403
rna6208,gene2617,411404
rna6207,gene2617,411404
rna804,gene365,411405
rna805,gene365,411405
rna791,gene361,411406
rna792,gene361,411406
rna790,gene360,411407
rna787,gene358,411408
rna788,gene358,411408
rna27202,gene11844,411410
rna27201,gene11844,411410
rna27200,gene11844,411410
rna27199,gene11844,411410
rna27203,gene11844,411410
rna6400,gene2688,411411
rna6401,gene2689,411412
rna18293,gene7909,411414
rna18294,gene7909,411414
rna18295,gene7909,411414
rna18296,gene7909,411414
rna18297,gene7909,411414
rna18298,gene7909,411414
rna18291,gene7909,411414
rna18292,gene7909,411414
rna8271,gene3481,411415
rna8270,gene3481,411415
rna18383,gene7948,411417
rna18384,gene7948,411417
rna10322,gene4391,411419
rna10323,gene4391,411419
rna10324,gene4391,411419
rna6553,gene2760,411420
rna14597,gene6322,411423
rna14596,gene6322,411423
rna14595,gene6322,411423
rna21372,gene9267,411433
rna21373,gene9267,411433
rna15481,gene6725,411435
rna17244,gene7450,411447
rna17243,gene7450,411447
rna15370,gene6668,411448
rna17257,gene7455,411450
rna4146,gene1733,411452
rna4147,gene1733,411452
rna4143,gene1733,411452
rna4144,gene1733,411452
rna4145,gene1733,411452
rna4149,gene1733,411452
rna4148,gene1733,411452
rna4132,gene1731,411453
rna4133,gene1731,411453
rna4134,gene1731,411453
rna4135,gene1731,411453
rna4136,gene1731,411453
rna4137,gene1731,411453
rna4138,gene1731,411453
rna4139,gene1731,411453
rna4140,gene1731,411453
rna4141,gene1731,411453
rna21335,gene9252,411457
rna21336,gene9252,411457
rna21337,gene9252,411457
rna21338,gene9252,411457
rna21339,gene9252,411457
rna21340,gene9252,411457
rna21341,gene9252,411457
rna21350,gene9255,411458
rna21351,gene9255,411458
rna16001,gene6924,411459
rna16002,gene6924,411459
rna16003,gene6924,411459
rna16004,gene6924,411459
rna16000,gene6924,411459
rna16005,gene6924,411459
rna25793,gene11166,411463
rna25794,gene11166,411463
rna25796,gene11166,411463
rna25792,gene11166,411463
rna25795,gene11166,411463
rna25797,gene11166,411463
rna9750,gene4136,411465
rna25775,gene11165,411466
rna25776,gene11165,411466
rna25777,gene11165,411466
rna25778,gene11165,411466
rna25779,gene11165,411466
rna25780,gene11165,411466
rna25781,gene11165,411466
rna25782,gene11165,411466
rna25783,gene11165,411466
rna25784,gene11165,411466
rna25785,gene11165,411466
rna25786,gene11165,411466
rna25787,gene11165,411466
rna25788,gene11165,411466
rna25789,gene11165,411466
rna25790,gene11165,411466
rna25791,gene11165,411466
rna25773,gene11164,411467
rna25774,gene11164,411467
rna8320,gene3500,411468
rna8321,gene3500,411468
rna27538,gene12012,411469
rna27539,gene12012,411469
rna2235,gene947,411472
rna2231,gene944,411473
rna2223,gene942,411474
rna16903,gene7295,411476
rna16905,gene7295,411476
rna16906,gene7295,411476
rna16907,gene7295,411476
rna16908,gene7295,411476
rna16904,gene7295,411476
rna16910,gene7297,411477
rna16911,gene7297,411477
rna9807,gene4164,411481
rna9806,gene4164,411481
rna11553,gene4964,411482
rna20471,gene8890,411483
rna24472,gene10601,411486
rna22408,gene9708,411488
rna17739,gene7682,411490
rna17740,gene7682,411490
rna17741,gene7682,411490
rna17742,gene7682,411490
rna17743,gene7682,411490
rna17744,gene7682,411490
rna17745,gene7682,411490
rna17746,gene7682,411490
rna17747,gene7682,411490
rna17748,gene7682,411490
rna17749,gene7682,411490
rna17750,gene7682,411490
rna17751,gene7682,411490
rna17752,gene7682,411490
rna17763,gene7689,411491
rna6294,gene2646,411492
rna6293,gene2646,411492
rna6825,gene2865,411493
rna6829,gene2867,411494
rna6828,gene2867,411494
rna25701,gene11133,411495
rna25699,gene11133,411495
rna25700,gene11133,411495
rna11716,gene5042,411496
rna13549,gene5887,411502
rna13550,gene5887,411502
rna13551,gene5887,411502
rna17635,gene7645,411503
rna21478,gene9311,411505
rna21477,gene9311,411505
rna21481,gene9311,411505
rna21480,gene9311,411505
rna21479,gene9311,411505
rna18675,gene8102,411506
rna9652,gene4082,411507
rna9653,gene4082,411507
rna9654,gene4082,411507
rna9655,gene4082,411507
rna22853,gene9911,411508
rna22852,gene9910,411509
rna22851,gene9910,411509
rna22848,gene9907,411510
rna8867,gene3750,411515
rna7974,gene3350,411519
rna7973,gene3350,411519
rna25223,gene10944,411520
rna10449,gene4454,411524
rna10450,gene4454,411524
rna27264,gene11888,411525
rna27268,gene11888,411525
rna27266,gene11888,411525
rna27267,gene11888,411525
rna27265,gene11888,411525
rna1805,gene785,411526
rna1810,gene785,411526
rna1809,gene785,411526
rna1808,gene785,411526
rna1807,gene785,411526
rna1806,gene785,411526
rna7910,gene3323,411529
rna7915,gene3325,411531
rna7916,gene3325,411531
rna7917,gene3325,411531
rna7918,gene3325,411531
rna7921,gene3328,411533
rna14117,gene6117,411534
rna14116,gene6117,411534
rna14115,gene6117,411534
rna20195,gene8772,411535
rna20196,gene8772,411535
rna20193,gene8772,411535
rna20194,gene8772,411535
rna5865,gene2438,411536
rna22296,gene9649,411538
rna14199,gene6160,411539
rna14200,gene6160,411539
rna14201,gene6160,411539
rna14202,gene6160,411539
rna14198,gene6159,411540
rna14197,gene6158,411541
rna17937,gene7757,411542
rna11141,gene4765,411545
rna11143,gene4765,411545
rna11142,gene4765,411545
rna3533,gene1468,411546
rna3311,gene1380,411548
rna3314,gene1380,411548
rna3315,gene1380,411548
rna3313,gene1380,411548
rna3312,gene1380,411548
rna3316,gene1380,411548
rna21378,gene9270,411552
rna21580,gene9354,411553
rna21581,gene9354,411553
rna21582,gene9354,411553
rna21583,gene9355,411554
rna21584,gene9355,411554
rna21585,gene9355,411554
rna1785,gene778,411555
rna1786,gene778,411555
rna1787,gene778,411555
rna1788,gene778,411555
rna1789,gene778,411555
rna27569,gene12029,411556
rna27570,gene12029,411556
rna7730,gene3248,411557
rna7729,gene3248,411557
rna7728,gene3248,411557
rna6182,gene2602,411563
rna6181,gene2602,411563
rna6183,gene2602,411563
rna6179,gene2601,411564
rna6180,gene2601,411564
rna20667,gene8967,411566
rna20665,gene8967,411566
rna20666,gene8967,411566
rna20664,gene8967,411566
rna23295,gene10106,411568
rna23294,gene10106,411568
rna26426,gene11470,411569
rna26427,gene11470,411569
rna26428,gene11470,411569
rna26429,gene11470,411569
rna26434,gene11472,411570
rna26433,gene11472,411570
rna26432,gene11472,411570
rna26431,gene11472,411570
rna1257,gene567,411572
rna1261,gene570,411573
rna1262,gene570,411573
rna1263,gene570,411573
rna27281,gene11892,411575
rna27280,gene11892,411575
rna27278,gene11892,411575
rna27279,gene11892,411575
rna27277,gene11892,411575
rna27276,gene11892,411575
rna27282,gene11893,411576
rna19045,gene8264,411577
rna9026,gene3801,411579
rna9036,gene3804,411581
rna9038,gene3806,411582
rna9039,gene3806,411582
rna9040,gene3806,411582
rna9041,gene3806,411582
rna9042,gene3806,411582
rna9043,gene3806,411582
rna20152,gene8747,411585
rna20151,gene8747,411585
rna13308,gene5766,411586
rna13309,gene5766,411586
rna8749,gene3694,411589
rna18826,gene8171,411591
rna18827,gene8171,411591
rna18828,gene8171,411591
rna12064,gene5206,411595
rna12065,gene5206,411595
rna12066,gene5206,411595
rna15577,gene6765,411596
rna15572,gene6763,411597
rna15573,gene6763,411597
rna15574,gene6763,411597
rna15575,gene6763,411597
rna13703,gene5943,411599
rna13704,gene5943,411599
rna840,gene381,411600
rna20070,gene8713,411602
rna20069,gene8713,411602
rna20067,gene8713,411602
rna20068,gene8713,411602
rna20071,gene8713,411602
rna20066,gene8713,411602
rna20072,gene8713,411602
rna10676,gene4548,411603
rna10678,gene4549,411604
rna10679,gene4549,411604
rna10681,gene4549,411604
rna10677,gene4549,411604
rna10680,gene4549,411604
rna28168,gene12280,411607
rna11389,gene4872,411609
rna11390,gene4872,411609
rna11391,gene4872,411609
rna27066,gene11786,411611
rna18681,gene8107,411612
rna7226,gene3038,411613
rna7228,gene3038,411613
rna7227,gene3038,411613
rna20441,gene8878,411614
rna20442,gene8878,411614
rna20443,gene8878,411614
rna20444,gene8878,411614
rna24337,gene10546,411617
rna8372,gene3523,411618
rna8371,gene3523,411618
rna8370,gene3523,411618
rna8375,gene3525,411619
rna8374,gene3525,411619
rna22388,gene9694,411622
rna2106,gene902,411626
rna2107,gene902,411626
rna2108,gene902,411626
rna11128,gene4759,411627
rna11129,gene4759,411627
rna11130,gene4759,411627
rna11131,gene4759,411627
rna15111,gene6551,411629
rna15112,gene6551,411629
rna15115,gene6553,411630
rna15116,gene6553,411630
rna15117,gene6553,411630
rna15118,gene6553,411630
rna15119,gene6553,411630
rna10735,gene4576,411631
rna10734,gene4576,411631
rna10733,gene4576,411631
rna10732,gene4576,411631
rna10731,gene4576,411631
rna9352,gene3936,411633
rna9351,gene3936,411633
rna9350,gene3936,411633
rna9349,gene3936,411633
rna9348,gene3936,411633
rna11074,gene4743,411635
rna11075,gene4743,411635
rna11076,gene4743,411635
rna12876,gene5577,411637
rna12877,gene5577,411637
rna12874,gene5576,411638
rna12875,gene5576,411638
rna11460,gene4906,411639
rna8092,gene3411,411640
rna8091,gene3411,411640
rna9125,gene3858,411642
rna27206,gene11847,411646
rna27207,gene11847,411646
rna27208,gene11847,411646
rna27209,gene11847,411646
rna27210,gene11847,411646
rna10898,gene4650,411647
rna10894,gene4646,411649
rna15951,gene6904,411651
rna15952,gene6904,411651
rna15954,gene6905,411652
rna15953,gene6905,411652
rna16627,gene7197,411653
rna16628,gene7197,411653
rna16629,gene7197,411653
rna16630,gene7197,411653
rna16631,gene7197,411653
rna16632,gene7197,411653
rna16633,gene7197,411653
rna16634,gene7197,411653
rna18008,gene7789,411654
rna18007,gene7788,411655
rna18006,gene7788,411655
rna10632,gene4532,411657
rna10633,gene4532,411657
rna10634,gene4532,411657
rna14770,gene6408,411658
rna21285,gene9235,411659
rna21286,gene9235,411659
rna21287,gene9235,411659
rna21288,gene9235,411659
rna24830,gene10771,411661
rna24831,gene10771,411661
rna24829,gene10770,411662
rna24826,gene10768,411663
rna24827,gene10768,411663
rna10966,gene4686,411664
rna10967,gene4686,411664
rna253,gene109,411665
rna250,gene109,411665
rna251,gene109,411665
rna252,gene109,411665
rna12743,gene5506,411670
rna12742,gene5506,411670
rna4709,gene2020,411671
rna4710,gene2020,411671
rna4711,gene2020,411671
rna5072,gene2177,411672
rna5073,gene2177,411672
rna11703,gene5037,411673
rna11701,gene5037,411673
rna11702,gene5037,411673
rna11700,gene5037,411673
rna11699,gene5037,411673
rna11698,gene5037,411673
rna11697,gene5037,411673
rna11704,gene5037,411673
rna11705,gene5037,411673
rna11706,gene5037,411673
rna11707,gene5037,411673
rna15719,gene6815,411674
rna15722,gene6815,411674
rna15723,gene6815,411674
rna15720,gene6815,411674
rna15721,gene6815,411674
rna15717,gene6815,411674
rna15724,gene6815,411674
rna15725,gene6815,411674
rna15726,gene6815,411674
rna15727,gene6815,411674
rna15728,gene6815,411674
rna15718,gene6815,411674
rna15729,gene6815,411674
rna15730,gene6815,411674
rna303,gene137,411675
rna304,gene137,411675
rna9288,gene3908,411677
rna9290,gene3909,411678
rna9289,gene3909,411678
rna15558,gene6751,411679
rna13106,gene5683,411683
rna13094,gene5679,411685
rna18496,gene8012,411691
rna18497,gene8012,411691
rna12287,gene5305,411692
rna12288,gene5305,411692
rna12289,gene5305,411692
rna14598,gene6323,411693
rna14599,gene6323,411693
rna14602,gene6323,411693
rna14603,gene6323,411693
rna14600,gene6323,411693
rna14601,gene6323,411693
rna14604,gene6323,411693
rna26453,gene11485,411694
rna26454,gene11485,411694
rna14296,gene6202,411695
rna14295,gene6201,411696
rna14294,gene6201,411696
rna14293,gene6201,411696
rna5390,gene2289,411697
rna14787,gene6417,411698
rna22687,gene9853,411699
rna22688,gene9853,411699
rna2888,gene1186,411700
rna2286,gene966,411704
rna2287,gene967,411705
rna13937,gene6041,411706
rna13936,gene6041,411706
rna13935,gene6041,411706
rna19533,gene8477,411707
rna18749,gene8132,411711
rna13944,gene6044,411712
rna13945,gene6044,411712
rna28160,gene12277,411714
rna28162,gene12277,411714
rna28161,gene12277,411714
rna28163,gene12277,411714
rna2095,gene898,411715
rna2094,gene898,411715
rna2093,gene898,411715
rna2092,gene898,411715
rna2091,gene898,411715
rna2090,gene898,411715
rna2089,gene898,411715
rna20339,gene8837,411718
rna20342,gene8839,411719
rna26273,gene11379,411720
rna26274,gene11379,411720
rna26275,gene11379,411720
rna2851,gene1172,411721
rna2852,gene1172,411721
rna2856,gene1174,411722
rna2855,gene1174,411722
rna2857,gene1175,411723
rna2860,gene1175,411723
rna2861,gene1175,411723
rna2859,gene1175,411723
rna2858,gene1175,411723
rna2862,gene1175,411723
rna2863,gene1175,411723
rna2864,gene1175,411723
rna2865,gene1175,411723
rna2866,gene1175,411723
rna26541,gene11539,411724
rna26540,gene11539,411724
rna26539,gene11539,411724
rna26538,gene11538,411725
rna26533,gene11534,411727
rna3990,gene1669,411729
rna3989,gene1669,411729
rna3988,gene1669,411729
rna26259,gene11369,411730
rna15305,gene6643,411731
rna15304,gene6643,411731
rna15306,gene6644,411732
rna21592,gene9359,411734
rna21593,gene9359,411734
rna21587,gene9357,411735
rna21590,gene9357,411735
rna21589,gene9357,411735
rna21588,gene9357,411735
rna11156,gene4771,411738
rna11157,gene4771,411738
rna11158,gene4771,411738
rna11159,gene4771,411738
rna11162,gene4773,411739
rna11161,gene4773,411739
rna11163,gene4773,411739
rna26112,gene11301,411742
rna17810,gene7709,411744
