rnaID,geneID,ENTREZ
rna1984,gene847,100576473
rna1985,gene847,100576473
rna8025,gene3376,100576476
rna15056,gene6527,100576478
rna15057,gene6527,100576478
rna15058,gene6527,100576478
rna15059,gene6527,100576478
rna15060,gene6527,100576478
rna15061,gene6527,100576478
rna13766,gene5978,100576480
rna12088,gene5215,100576482
rna12089,gene5215,100576482
rna23105,gene9999,100576484
rna23106,gene9999,100576484
rna23107,gene9999,100576484
rna27433,gene11963,100576487
rna22161,gene9586,100576488
rna22160,gene9586,100576488
rna22159,gene9586,100576488
rna13719,gene5952,100576492
rna14186,gene6150,100576497
rna14185,gene6150,100576497
rna7753,gene3263,100576498
rna6891,gene2888,100576502
rna6892,gene2888,100576502
rna15932,gene6895,100576503
rna17723,gene7676,100576504
rna17724,gene7676,100576504
rna17725,gene7676,100576504
rna17726,gene7676,100576504
rna17727,gene7676,100576504
rna1994,gene853,100576505
rna1993,gene853,100576505
rna1992,gene853,100576505
rna5872,gene2442,100576506
rna5871,gene2442,100576506
rna23471,gene10179,100576508
rna23470,gene10179,100576508
rna4323,gene1822,100576512
rna4324,gene1822,100576512
rna22431,gene9720,100576513
rna22432,gene9720,100576513
rna8536,gene3610,100576514
rna15357,gene6659,100576515
rna15358,gene6659,100576515
rna12100,gene5224,100576517
rna12101,gene5224,100576517
rna21638,gene9378,100576519
rna21639,gene9378,100576519
rna11079,gene4744,100576522
rna11078,gene4744,100576522
rna23549,gene10211,100576527
rna23550,gene10211,100576527
rna13714,gene5947,100576528
rna13713,gene5947,100576528
rna13708,gene5947,100576528
rna13709,gene5947,100576528
rna13710,gene5947,100576528
rna13711,gene5947,100576528
rna13712,gene5947,100576528
rna26709,gene11614,100576529
rna25707,gene11138,100576530
rna18993,gene8241,100576531
rna21135,gene9164,100576532
rna17568,gene7631,100576534
rna158,gene68,100576537
rna340,gene157,100576540
rna24721,gene10715,100576542
rna24722,gene10715,100576542
rna22414,gene9713,100576543
rna22415,gene9713,100576543
rna27878,gene12170,100576544
rna27877,gene12170,100576544
rna22546,gene9775,100576546
rna794,gene363,100576547
rna800,gene363,100576547
rna796,gene363,100576547
rna797,gene363,100576547
rna798,gene363,100576547
rna799,gene363,100576547
rna795,gene363,100576547
rna19642,gene8531,100576552
rna19643,gene8531,100576552
rna19644,gene8531,100576552
rna19645,gene8531,100576552
rna19646,gene8531,100576552
rna19647,gene8531,100576552
rna27620,gene12052,100576554
rna23819,gene10322,100576555
rna21426,gene9281,100576557
rna21425,gene9281,100576557
rna21424,gene9281,100576557
rna10905,gene4656,100576559
rna27318,gene11908,100576563
rna27316,gene11908,100576563
rna27317,gene11908,100576563
rna27315,gene11908,100576563
rna27314,gene11908,100576563
rna18237,gene7885,100576565
rna12347,gene5340,100576568
rna12348,gene5340,100576568
rna12349,gene5340,100576568
rna26710,gene11615,100576569
rna4641,gene1987,100576571
rna4642,gene1987,100576571
rna18996,gene8243,100576572
rna12169,gene5251,100576573
rna10172,gene4321,100576584
rna21628,gene9374,100576585
rna21629,gene9374,100576585
rna21630,gene9374,100576585
rna21631,gene9374,100576585
rna2003,gene861,100576586
rna2004,gene861,100576586
rna2005,gene861,100576586
rna2006,gene861,100576586
rna27621,gene12053,100576590
rna24530,gene10630,100576591
rna24528,gene10630,100576591
rna24529,gene10630,100576591
rna24531,gene10630,100576591
rna24532,gene10630,100576591
rna24533,gene10630,100576591
rna26339,gene11416,100576592
rna26338,gene11416,100576592
rna10608,gene4521,100576597
rna10609,gene4521,100576597
rna10610,gene4521,100576597
rna10611,gene4521,100576597
rna10612,gene4521,100576597
rna10613,gene4521,100576597
rna10614,gene4521,100576597
rna14286,gene6196,100576599
rna14287,gene6196,100576599
rna14288,gene6196,100576599
rna10907,gene4657,100576600
rna10906,gene4657,100576600
rna148,gene66,100576602
rna149,gene66,100576602
rna150,gene66,100576602
rna151,gene66,100576602
rna152,gene66,100576602
rna153,gene66,100576602
rna154,gene66,100576602
rna155,gene66,100576602
rna156,gene66,100576602
rna9673,gene4093,100576603
rna9674,gene4093,100576603
rna9677,gene4093,100576603
rna9675,gene4093,100576603
rna9676,gene4093,100576603
rna13683,gene5937,100576606
rna13684,gene5937,100576606
rna13685,gene5937,100576606
rna13686,gene5937,100576606
rna25703,gene11135,100576608
rna21634,gene9376,100576609
rna21635,gene9376,100576609
rna17897,gene7750,100576610
rna17898,gene7750,100576610
rna27153,gene11824,100576612
rna27152,gene11824,100576612
rna25804,gene11169,100576614
rna25801,gene11169,100576614
rna25802,gene11169,100576614
rna25803,gene11169,100576614
rna24730,gene10719,100576615
rna24729,gene10719,100576615
rna24731,gene10719,100576615
rna24079,gene10429,100576617
rna24082,gene10429,100576617
rna24080,gene10429,100576617
rna24083,gene10429,100576617
rna24081,gene10429,100576617
rna22739,gene9868,100576619
rna7577,gene3184,100576620
rna7578,gene3184,100576620
rna7579,gene3184,100576620
rna12467,gene5390,100576621
rna3797,gene1595,100576623
rna26345,gene11418,100576625
rna23093,gene9997,100576630
rna11516,gene4938,100576637
rna6811,gene2859,100576638
rna16967,gene7327,100576640
rna16968,gene7327,100576640
rna16969,gene7327,100576640
rna6902,gene2894,100576644
rna15554,gene6749,100576645
rna21139,gene9167,100576646
rna21506,gene9321,100576647
rna21507,gene9321,100576647
rna3855,gene1624,100576649
rna10005,gene4247,100576657
rna22000,gene9522,100576660
rna22001,gene9522,100576660
rna12490,gene5395,100576661
rna12491,gene5395,100576661
rna12492,gene5395,100576661
rna3187,gene1328,100576662
rna3188,gene1328,100576662
rna14637,gene6341,100576663
rna12055,gene5199,100576666
rna10389,gene4422,100576667
rna10388,gene4422,100576667
rna10387,gene4422,100576667
rna12791,gene5532,100576669
rna23539,gene10204,100576671
rna23536,gene10204,100576671
rna23537,gene10204,100576671
rna23538,gene10204,100576671
rna6803,gene2855,100576677
rna16973,gene7329,100576679
rna16974,gene7329,100576679
rna4627,gene1979,100576681
rna4628,gene1979,100576681
rna10792,gene4599,100576683
rna10793,gene4599,100576683
rna10794,gene4599,100576683
rna10795,gene4599,100576683
rna10796,gene4599,100576683
rna10797,gene4599,100576683
rna13277,gene5754,100576687
rna13276,gene5754,100576687
rna13279,gene5754,100576687
rna13275,gene5754,100576687
rna13274,gene5754,100576687
rna13270,gene5754,100576687
rna13271,gene5754,100576687
rna13272,gene5754,100576687
rna13273,gene5754,100576687
rna13269,gene5754,100576687
rna13278,gene5754,100576687
rna24738,gene10723,100576688
rna24739,gene10723,100576688
rna22547,gene9776,100576689
rna24804,gene10752,100576690
rna24803,gene10752,100576690
rna24801,gene10752,100576690
rna24802,gene10752,100576690
rna24805,gene10752,100576690
rna14284,gene6194,100576694
rna12670,gene5478,100576696
rna3227,gene1351,100576697
rna14467,gene6275,100576699
rna14469,gene6275,100576699
rna14468,gene6275,100576699
rna159,gene69,100576700
rna160,gene69,100576700
rna161,gene69,100576700
rna162,gene69,100576700
rna17327,gene7491,100576702
rna12054,gene5198,100576703
rna12049,gene5198,100576703
rna12050,gene5198,100576703
rna12053,gene5198,100576703
rna12052,gene5198,100576703
rna12051,gene5198,100576703
rna23004,gene9966,100576705
rna5085,gene2183,100576706
rna5084,gene2183,100576706
rna3597,gene1495,100576708
rna27460,gene11971,100576709
rna27459,gene11971,100576709
rna27458,gene11971,100576709
rna27455,gene11971,100576709
rna27456,gene11971,100576709
rna27457,gene11971,100576709
rna27454,gene11971,100576709
rna27453,gene11971,100576709
rna27452,gene11971,100576709
rna27451,gene11971,100576709
rna27449,gene11971,100576709
rna27450,gene11971,100576709
rna27447,gene11971,100576709
rna27448,gene11971,100576709
rna27461,gene11971,100576709
rna4625,gene1977,100576714
rna4624,gene1977,100576714
rna19233,gene8344,100576715
rna21522,gene9332,100576717
rna7583,gene3187,100576718
rna23326,gene10120,100576722
rna23327,gene10120,100576722
rna23329,gene10120,100576722
rna23328,gene10120,100576722
rna23330,gene10120,100576722
rna1059,gene472,100576726
rna1060,gene472,100576726
rna1997,gene855,100576730
rna3807,gene1600,100576732
rna3808,gene1600,100576732
rna3809,gene1600,100576732
rna3786,gene1590,100576733
rna3787,gene1590,100576733
rna3788,gene1590,100576733
rna3789,gene1590,100576733
rna3790,gene1590,100576733
rna3791,gene1590,100576733
rna3792,gene1590,100576733
rna24342,gene10549,100576734
rna7937,gene3332,100576735
rna27601,gene12044,100576736
rna6344,gene2667,100576737
rna6345,gene2667,100576737
rna24542,gene10637,100576738
rna24543,gene10637,100576738
rna26375,gene11438,100576740
rna13901,gene6018,100576741
rna21142,gene9169,100576742
rna21141,gene9169,100576742
rna21648,gene9384,100576744
rna21647,gene9384,100576744
rna8856,gene3745,100576745
rna16140,gene6988,100576746
rna16141,gene6988,100576746
rna16142,gene6988,100576746
rna16143,gene6988,100576746
rna3599,gene1497,100576747
rna5789,gene2408,100576748
rna5790,gene2408,100576748
rna4613,gene1971,100576749
rna4612,gene1971,100576749
rna4614,gene1971,100576749
rna19229,gene8341,100576750
rna14524,gene6290,100576754
rna14523,gene6290,100576754
rna14522,gene6290,100576754
rna14521,gene6290,100576754
rna14520,gene6290,100576754
rna14519,gene6290,100576754
rna13280,gene5755,100576755
rna24091,gene10436,100576758
rna10275,gene4367,100576759
rna10276,gene4367,100576759
rna16371,gene7097,100576760
rna16372,gene7097,100576760
rna22022,gene9529,100576761
rna7920,gene3327,100576765
rna24732,gene10720,100576767
rna24733,gene10720,100576767
rna24734,gene10720,100576767
rna6558,gene2764,100576768
rna22553,gene9781,100576769
rna1167,gene527,100576770
rna1166,gene527,100576770
rna1165,gene527,100576770
rna19236,gene8346,100576772
rna21143,gene9170,100576773
rna22994,gene9963,100576774
rna22995,gene9963,100576774
rna22996,gene9963,100576774
rna5853,gene2431,100576775
rna27475,gene11976,100576779
rna18201,gene7872,100576781
rna18200,gene7872,100576781
rna18202,gene7872,100576781
rna18203,gene7872,100576781
rna18204,gene7872,100576781
rna18205,gene7872,100576781
rna4611,gene1970,100576783
rna14181,gene6147,100576784
rna174,gene75,100576789
rna175,gene75,100576789
rna10381,gene4418,100576794
rna16115,gene6977,100576795
rna5378,gene2281,100576796
rna7796,gene3278,100576797
rna7797,gene3278,100576797
rna7798,gene3278,100576797
rna25815,gene11175,100576799
rna14626,gene6333,100576801
rna14625,gene6333,100576801
rna14624,gene6333,100576801
rna24551,gene10640,100576803
rna24552,gene10640,100576803
rna24555,gene10640,100576803
rna24553,gene10640,100576803
rna24554,gene10640,100576803
rna24559,gene10640,100576803
rna24560,gene10640,100576803
rna24558,gene10640,100576803
rna24556,gene10640,100576803
rna24557,gene10640,100576803
rna25320,gene10981,100576805
rna25319,gene10981,100576805
rna25318,gene10981,100576805
rna25317,gene10981,100576805
rna25316,gene10981,100576805
rna5074,gene2178,100576808
rna13155,gene5703,100576812
rna16817,gene7266,100576813
rna25100,gene10886,100576814
rna25099,gene10886,100576814
rna4609,gene1969,100576816
rna4610,gene1969,100576816
rna10788,gene4596,100576817
rna10789,gene4596,100576817
rna5257,gene2238,100576818
rna5258,gene2238,100576818
rna23344,gene10124,100576819
rna188,gene77,100576820
rna22981,gene9961,100576825
rna10382,gene4419,100576826
rna10383,gene4419,100576826
rna28251,gene12321,100576828
rna28253,gene12321,100576828
rna28252,gene12321,100576828
rna3895,gene1629,100576829
rna3894,gene1629,100576829
rna14620,gene6330,100576831
rna11968,gene5162,100576836
rna11967,gene5162,100576836
rna12772,gene5519,100576838
rna12773,gene5519,100576838
rna22106,gene9560,100576839
rna22280,gene9638,100576840
rna13348,gene5788,100576841
rna24096,gene10438,100576843
rna5259,gene2239,100576847
rna10927,gene4666,100576848
rna7699,gene3231,100576850
rna7700,gene3231,100576850
rna23323,gene10118,100576851
rna6341,gene2665,100576853
rna26569,gene11551,100576855
rna26570,gene11551,100576855
rna10384,gene4420,100576859
rna3884,gene1627,100576862
rna3885,gene1627,100576862
rna3886,gene1627,100576862
rna3887,gene1627,100576862
rna3888,gene1627,100576862
rna3889,gene1627,100576862
rna3890,gene1627,100576862
rna3891,gene1627,100576862
rna3892,gene1627,100576862
rna15105,gene6548,100576863
rna15106,gene6548,100576863
rna16811,gene7263,100576864
rna16810,gene7263,100576864
rna6552,gene2759,100576866
rna6551,gene2759,100576866
rna6550,gene2759,100576866
rna12109,gene5226,100576868
rna12108,gene5226,100576868
rna12106,gene5226,100576868
rna12107,gene5226,100576868
rna12105,gene5226,100576868
rna12104,gene5226,100576868
rna1473,gene654,100576871
rna1472,gene654,100576871
rna1474,gene654,100576871
rna7599,gene3193,100576872
rna16982,gene7331,100576876
rna16983,gene7331,100576876
rna16981,gene7331,100576876
rna15133,gene6563,100576878
rna15134,gene6563,100576878
rna15135,gene6563,100576878
rna15136,gene6563,100576878
rna15137,gene6563,100576878
rna24098,gene10440,100576879
rna24099,gene10440,100576879
rna24100,gene10440,100576879
rna24101,gene10440,100576879
rna24102,gene10440,100576879
rna24103,gene10440,100576879
rna24104,gene10440,100576879
rna24105,gene10440,100576879
rna24106,gene10440,100576879
rna24107,gene10440,100576879
rna15537,gene6741,100576880
rna4606,gene1966,100576881
rna19053,gene8267,100576882
rna3483,gene1435,100576885
rna3482,gene1435,100576885
rna9531,gene4018,100576886
rna9532,gene4018,100576886
rna26731,gene11627,100576891
rna8857,gene3746,100576894
rna12531,gene5420,100576895
rna12532,gene5420,100576895
rna12536,gene5420,100576895
rna12533,gene5420,100576895
rna12534,gene5420,100576895
rna12535,gene5420,100576895
rna3882,gene1626,100576896
rna3878,gene1626,100576896
rna3879,gene1626,100576896
rna3880,gene1626,100576896
rna3881,gene1626,100576896
rna3876,gene1626,100576896
rna3877,gene1626,100576896
rna3875,gene1626,100576896
rna3873,gene1626,100576896
rna3874,gene1626,100576896
rna3872,gene1626,100576896
rna3871,gene1626,100576896
rna3867,gene1626,100576896
rna3868,gene1626,100576896
rna3869,gene1626,100576896
rna3870,gene1626,100576896
rna3866,gene1626,100576896
rna3863,gene1626,100576896
rna3864,gene1626,100576896
rna3865,gene1626,100576896
rna3862,gene1626,100576896
rna3861,gene1626,100576896
rna3859,gene1626,100576896
rna3860,gene1626,100576896
rna3858,gene1626,100576896
rna3857,gene1626,100576896
rna3883,gene1626,100576896
rna7867,gene3307,100576898
rna6714,gene2810,100576901
rna17127,gene7390,100576902
rna22566,gene9785,100576903
rna11126,gene4758,100576908
rna11127,gene4758,100576908
rna15138,gene6564,100576912
rna20614,gene8948,100576913
rna4605,gene1965,100576914
rna19078,gene8276,100576915
rna19079,gene8276,100576915
rna16102,gene6972,100576916
rna3481,gene1434,100576918
rna22338,gene9664,100576919
rna23750,gene10306,100576924
rna23749,gene10306,100576924
rna23748,gene10306,100576924
rna25308,gene10978,100576925
rna25312,gene10978,100576925
rna25309,gene10978,100576925
rna25310,gene10978,100576925
rna25311,gene10978,100576925
rna9428,gene3963,100576929
rna5884,gene2451,100576930
rna13152,gene5700,100576932
rna24586,gene10652,100576934
rna17334,gene7495,100576935
rna17335,gene7495,100576935
rna16134,gene6982,100576936
rna3013,gene1251,100576938
rna3014,gene1251,100576938
rna22098,gene9556,100576940
rna4603,gene1963,100576944
rna18870,gene8183,100576945
rna21646,gene9383,100576947
rna14236,gene6171,100576948
rna5178,gene2214,100576949
rna22344,gene9667,100576951
rna6058,gene2551,100576953
rna22569,gene9787,100576956
rna22570,gene9787,100576956
rna18631,gene8083,100576957
rna27220,gene11854,100576958
rna13773,gene5984,100576960
rna1119,gene501,100576961
rna1118,gene501,100576961
rna1120,gene501,100576961
rna19247,gene8354,100576963
rna19248,gene8354,100576963
rna19249,gene8354,100576963
rna19250,gene8354,100576963
rna19251,gene8354,100576963
rna8844,gene3740,100576964
rna10557,gene4506,100576965
rna10554,gene4506,100576965
rna10556,gene4506,100576965
rna10555,gene4506,100576965
rna11114,gene4754,100576966
rna11116,gene4754,100576966
rna11115,gene4754,100576966
rna28215,gene12302,100576967
rna14777,gene6410,100576968
rna14776,gene6410,100576968
rna14775,gene6410,100576968
rna14774,gene6410,100576968
rna15714,gene6813,100576972
rna15715,gene6813,100576972
rna14170,gene6141,100576974
rna16168,gene7002,100576975
rna12741,gene5505,100576976
rna15149,gene6573,100576982
rna24995,gene10842,100576983
rna24996,gene10842,100576983
rna4601,gene1961,100576984
rna21652,gene9386,100576985
rna21651,gene9386,100576985
rna21650,gene9386,100576985
rna5150,gene2206,100576986
rna5151,gene2206,100576986
rna5152,gene2206,100576986
rna14260,gene6180,100576987
rna21683,gene9397,100576989
rna3466,gene1424,100576990
rna22093,gene9552,100576992
rna7706,gene3234,100576993
rna7705,gene3234,100576993
rna23418,gene10157,100576994
rna23419,gene10157,100576994
rna23420,gene10157,100576994
rna23421,gene10157,100576994
rna24414,gene10571,100576996
rna9780,gene4152,100577000
rna24869,gene10789,100577002
rna1178,gene533,100577003
rna1179,gene533,100577003
rna1180,gene533,100577003
rna1181,gene533,100577003
rna1182,gene533,100577003
rna19259,gene8356,100577004
rna19257,gene8356,100577004
rna19258,gene8356,100577004
rna19256,gene8356,100577004
rna19260,gene8356,100577004
rna23998,gene10393,100577013
rna20638,gene8955,100577014
rna20639,gene8955,100577014
rna10179,gene4324,100577015
rna10180,gene4324,100577015
rna10181,gene4324,100577015
rna10182,gene4324,100577015
rna10183,gene4324,100577015
rna10184,gene4324,100577015
rna10185,gene4324,100577015
rna10186,gene4324,100577015
rna10187,gene4324,100577015
rna19454,gene8450,100577017
rna19455,gene8450,100577017
rna19456,gene8450,100577017
rna19458,gene8450,100577017
rna19457,gene8450,100577017
rna19462,gene8450,100577017
rna19459,gene8450,100577017
rna19460,gene8450,100577017
rna19461,gene8450,100577017
rna14258,gene6179,100577018
rna14259,gene6179,100577018
rna2461,gene1044,100577019
rna2462,gene1044,100577019
rna2463,gene1044,100577019
rna12730,gene5502,100577020
rna12731,gene5502,100577020
rna12732,gene5502,100577020
rna12733,gene5502,100577020
rna12735,gene5502,100577020
rna12734,gene5502,100577020
rna12737,gene5502,100577020
rna12738,gene5502,100577020
rna12736,gene5502,100577020
rna22095,gene9553,100577024
rna22094,gene9553,100577024
rna13323,gene5775,100577026
rna13324,gene5775,100577026
rna13325,gene5775,100577026
rna18269,gene7899,100577027
rna15150,gene6574,100577028
rna15151,gene6574,100577028
rna25077,gene10878,100577030
rna25081,gene10878,100577030
rna25076,gene10878,100577030
rna25080,gene10878,100577030
rna25074,gene10878,100577030
rna25075,gene10878,100577030
rna25078,gene10878,100577030
rna25079,gene10878,100577030
rna25082,gene10878,100577030
rna25083,gene10878,100577030
rna4600,gene1960,100577031
rna16379,gene7101,100577033
rna16380,gene7101,100577033
rna948,gene432,100577039
rna949,gene432,100577039
rna21163,gene9182,100577041
rna10561,gene4510,100577042
rna3189,gene1329,100577043
rna5893,gene2455,100577044
rna23513,gene10190,100577045
rna23511,gene10190,100577045
rna23512,gene10190,100577045
rna27554,gene12021,100577046
rna6693,gene2803,100577047
rna6694,gene2803,100577047
rna6695,gene2803,100577047
rna6696,gene2803,100577047
rna24973,gene10837,100577050
rna24976,gene10837,100577050
rna24977,gene10837,100577050
rna24978,gene10837,100577050
rna24975,gene10837,100577050
rna24974,gene10837,100577050
rna15766,gene6831,100577053
rna15765,gene6831,100577053
rna15764,gene6831,100577053
rna8843,gene3739,100577054
rna8842,gene3739,100577054
rna12576,gene5437,100577057
rna19698,gene8556,100577060
rna17120,gene7384,100577064
rna17119,gene7384,100577064
rna25073,gene10877,100577065
rna4599,gene1959,100577068
rna19099,gene8282,100577069
rna16428,gene7106,100577071
rna21696,gene9406,100577073
rna2892,gene1189,100577074
rna2893,gene1189,100577074
rna2895,gene1189,100577074
rna2894,gene1189,100577074
rna15162,gene6583,100577080
rna15163,gene6583,100577080
rna15164,gene6583,100577080
rna26745,gene11632,100577081
rna1185,gene535,100577082
rna1187,gene535,100577082
rna1186,gene535,100577082
rna26235,gene11360,100577088
rna24008,gene10400,100577091
rna24009,gene10400,100577091
rna24137,gene10451,100577092
rna24136,gene10451,100577092
rna9475,gene3989,100577094
rna13315,gene5771,100577098
rna13314,gene5771,100577098
rna4598,gene1958,100577101
rna19101,gene8284,100577102
rna5101,gene2190,100577106
rna5100,gene2190,100577106
rna11109,gene4752,100577107
rna11108,gene4752,100577107
rna27252,gene11878,100577109
rna15165,gene6584,100577110
rna26528,gene11530,100577112
rna1189,gene537,100577113
rna1190,gene537,100577113
rna1191,gene537,100577113
rna1192,gene537,100577113
rna3702,gene1547,100577118
rna3698,gene1547,100577118
rna3699,gene1547,100577118
rna3700,gene1547,100577118
rna3701,gene1547,100577118
rna6206,gene2616,100577120
rna24641,gene10675,100577121
rna24642,gene10675,100577121
rna26351,gene11421,100577122
rna26349,gene11421,100577122
rna26350,gene11421,100577122
rna4397,gene1851,100577125
rna19402,gene8428,100577127
rna10899,gene4651,100577128
rna13313,gene5770,100577132
rna15139,gene6565,100577135
rna24889,gene10802,100577136
rna19273,gene8359,100577138
rna19272,gene8359,100577138
rna19271,gene8359,100577138
rna19263,gene8359,100577138
rna19269,gene8359,100577138
rna19270,gene8359,100577138
rna19268,gene8359,100577138
rna19267,gene8359,100577138
rna19266,gene8359,100577138
rna19265,gene8359,100577138
rna19264,gene8359,100577138
rna5091,gene2189,100577139
rna5092,gene2189,100577139
rna5093,gene2189,100577139
rna5094,gene2189,100577139
rna5095,gene2189,100577139
rna5096,gene2189,100577139
rna5097,gene2189,100577139
rna5098,gene2189,100577139
rna5099,gene2189,100577139
rna1646,gene714,100577140
rna1647,gene714,100577140
rna12833,gene5556,100577141
rna3429,gene1411,100577142
rna13623,gene5917,100577143
rna24373,gene10561,100577145
rna23450,gene10169,100577146
rna23451,gene10169,100577146
rna23452,gene10169,100577146
rna23453,gene10169,100577146
rna23454,gene10169,100577146
rna6033,gene2538,100577147
rna6034,gene2538,100577147
rna18198,gene7870,100577149
rna15183,gene6587,100577150
rna17351,gene7506,100577151
rna17352,gene7506,100577151
rna25286,gene10971,100577155
rna13932,gene6039,100577156
rna14246,gene6175,100577159
rna14247,gene6175,100577159
rna14245,gene6175,100577159
rna20187,gene8764,100577161
rna6320,gene2657,100577162
rna6321,gene2657,100577162
rna27832,gene12148,100577163
rna10197,gene4329,100577164
rna10198,gene4329,100577164
rna19386,gene8419,100577165
rna19387,gene8419,100577165
rna19388,gene8419,100577165
rna19389,gene8419,100577165
rna12620,gene5455,100577168
rna12619,gene5455,100577168
rna6526,gene2748,100577174
rna6525,gene2748,100577174
rna6524,gene2748,100577174
rna6527,gene2748,100577174
rna6528,gene2748,100577174
rna7073,gene2963,100577178
rna7072,gene2963,100577178
rna25551,gene11082,100577180
rna4595,gene1956,100577181
rna4596,gene1956,100577181
rna5896,gene2458,100577185
rna5899,gene2458,100577185
rna5898,gene2458,100577185
rna5897,gene2458,100577185
rna18280,gene7904,100577188
rna15128,gene6559,100577189
rna18759,gene8139,100577192
rna1117,gene500,100577194
rna17845,gene7731,100577196
rna17846,gene7731,100577196
rna1767,gene767,100577197
rna1768,gene767,100577197
rna1769,gene767,100577197
rna18047,gene7808,100577198
rna18048,gene7808,100577198
rna18101,gene7834,100577201
rna22246,gene9624,100577202
rna27007,gene11757,100577209
rna19276,gene8361,100577211
rna12447,gene5387,100577213
rna12621,gene5456,100577214
rna12829,gene5554,100577215
rna12830,gene5554,100577215
rna5733,gene2404,100577216
rna5734,gene2404,100577216
rna5732,gene2404,100577216
rna5731,gene2404,100577216
rna5729,gene2404,100577216
rna5730,gene2404,100577216
rna5728,gene2404,100577216
rna5727,gene2404,100577216
rna5726,gene2404,100577216
rna5725,gene2404,100577216
rna5722,gene2404,100577216
rna5723,gene2404,100577216
rna5724,gene2404,100577216
rna5712,gene2404,100577216
rna5713,gene2404,100577216
rna5714,gene2404,100577216
rna5715,gene2404,100577216
rna5716,gene2404,100577216
rna5717,gene2404,100577216
rna5718,gene2404,100577216
rna5719,gene2404,100577216
rna5720,gene2404,100577216
rna5721,gene2404,100577216
rna5695,gene2404,100577216
rna5696,gene2404,100577216
rna5697,gene2404,100577216
rna5698,gene2404,100577216
rna5699,gene2404,100577216
rna5700,gene2404,100577216
rna5701,gene2404,100577216
rna5702,gene2404,100577216
rna5703,gene2404,100577216
rna5704,gene2404,100577216
rna5705,gene2404,100577216
rna5706,gene2404,100577216
rna5707,gene2404,100577216
rna5708,gene2404,100577216
rna5709,gene2404,100577216
rna5710,gene2404,100577216
rna5711,gene2404,100577216
rna5689,gene2404,100577216
rna5690,gene2404,100577216
rna5691,gene2404,100577216
rna5692,gene2404,100577216
rna5693,gene2404,100577216
rna5694,gene2404,100577216
rna5688,gene2404,100577216
rna5686,gene2404,100577216
rna5687,gene2404,100577216
rna5735,gene2404,100577216
rna13219,gene5731,100577220
rna13311,gene5768,100577221
rna23980,gene10385,100577222
rna23981,gene10385,100577222
rna23982,gene10385,100577222
rna7088,gene2973,100577224
rna4593,gene1955,100577226
rna4594,gene1955,100577226
rna6030,gene2535,100577228
rna14733,gene6387,100577229
rna14732,gene6387,100577229
rna14731,gene6387,100577229
rna9758,gene4140,100577231
rna9756,gene4140,100577231
rna9757,gene4140,100577231
rna13931,gene6038,100577235
rna10359,gene4409,100577237
rna10358,gene4409,100577237
rna2500,gene1053,100577239
rna2501,gene1053,100577239
rna6576,gene2769,100577242
rna19680,gene8548,100577250
rna17168,gene7411,100577252
rna17169,gene7411,100577252
rna7102,gene2980,100577253
rna7103,gene2980,100577253
rna1016,gene465,100577254
rna1017,gene465,100577254
rna1018,gene465,100577254
rna1019,gene465,100577254
rna1020,gene465,100577254
rna1021,gene465,100577254
rna1022,gene465,100577254
rna1023,gene465,100577254
rna1024,gene465,100577254
rna1025,gene465,100577254
rna1026,gene465,100577254
rna1027,gene465,100577254
rna1028,gene465,100577254
rna1029,gene465,100577254
rna1030,gene465,100577254
rna1031,gene465,100577254
rna1032,gene465,100577254
rna1033,gene465,100577254
rna1034,gene465,100577254
rna1035,gene465,100577254
rna1036,gene465,100577254
rna1037,gene465,100577254
rna1038,gene465,100577254
rna1039,gene465,100577254
rna1040,gene465,100577254
rna1041,gene465,100577254
rna1042,gene465,100577254
rna1043,gene465,100577254
rna1044,gene465,100577254
rna1045,gene465,100577254
rna1046,gene465,100577254
rna4748,gene2041,100577255
rna4749,gene2041,100577255
rna4750,gene2041,100577255
rna11113,gene4753,100577257
rna11111,gene4753,100577257
rna11112,gene4753,100577257
rna12825,gene5552,100577259
rna12826,gene5552,100577259
rna12827,gene5552,100577259
rna2623,gene1098,100577260
rna12698,gene5490,100577262
rna25243,gene10953,100577263
rna5953,gene2498,100577264
rna17142,gene7399,100577266
rna4400,gene1854,100577268
rna4401,gene1854,100577268
rna4402,gene1854,100577268
rna4403,gene1854,100577268
rna4404,gene1854,100577268
rna15293,gene6634,100577269
rna15292,gene6634,100577269
rna15291,gene6634,100577269
rna9409,gene3956,100577272
rna2496,gene1051,100577273
rna6317,gene2656,100577278
rna6318,gene2656,100577278
rna6319,gene2656,100577278
rna24951,gene10829,100577279
rna24950,gene10829,100577279
rna24952,gene10829,100577279
rna15780,gene6841,100577280
rna16118,gene6979,100577283
rna16119,gene6979,100577283
rna16120,gene6979,100577283
rna16121,gene6979,100577283
rna19518,gene8470,100577285
rna12828,gene5553,100577286
rna15199,gene6591,100577288
rna1054,gene469,100577291
rna1053,gene469,100577291
rna1052,gene469,100577291
rna1051,gene469,100577291
rna7120,gene2991,100577293
rna10544,gene4498,100577295
rna1642,gene712,100577296
rna1643,gene712,100577296
rna6110,gene2559,100577300
rna14739,gene6388,100577302
rna14738,gene6388,100577302
rna14737,gene6388,100577302
rna14736,gene6388,100577302
rna14734,gene6388,100577302
rna14735,gene6388,100577302
rna6308,gene2653,100577303
rna6309,gene2653,100577303
rna6310,gene2653,100577303
rna6311,gene2653,100577303
rna6312,gene2653,100577303
